Video_id,Segment_id,Pred,Pred_binary,Pred_7
OORklkFql3k,8,0.1,positive,Neutral
OORklkFql3k,9,-0.13,negative,Neutral
OORklkFql3k,10,-1.26,negative,slightly negative
OORklkFql3k,11,-1.85,negative,negative
OWWHjP3pX9o,0,-0.15,negative,Neutral
OWWHjP3pX9o,1,-0.52,negative,slightly negative
OWWHjP3pX9o,2,-0.06,negative,Neutral
OWWHjP3pX9o,3,-0.25,negative,Neutral
OWWHjP3pX9o,4,0.75,positive,slightly positive
OWWHjP3pX9o,5,0.12,positive,Neutral
OWWHjP3pX9o,6,0.17,positive,Neutral
OWWHjP3pX9o,7,1.02,positive,slightly positive
OWWHjP3pX9o,8,0.63,positive,slightly positive
OWWHjP3pX9o,9,-0.28,negative,Neutral
OXsTIPdytiw,0,0.08,positive,Neutral
OXsTIPdytiw,1,0.15,positive,Neutral
OXsTIPdytiw,2,0.86,positive,slightly positive
OXsTIPdytiw,3,0.2,positive,Neutral
OXsTIPdytiw,4,-0.53,negative,slightly negative
OXsTIPdytiw,5,0.24,positive,Neutral
OXsTIPdytiw,6,0.24,positive,Neutral
Oa2xVjzAMFc,0,-0.52,negative,slightly negative
Oa2xVjzAMFc,1,0.73,positive,slightly positive
Oa2xVjzAMFc,2,-0.12,negative,Neutral
Oa2xVjzAMFc,3,0.73,positive,slightly positive
Oa2xVjzAMFc,4,-0.02,negative,Neutral
Oa2xVjzAMFc,5,0.61,positive,slightly positive
OaWYjsS02fk,0,0.24,positive,Neutral
OaWYjsS02fk,1,0.24,positive,Neutral
OaWYjsS02fk,2,0.56,positive,slightly positive
OaWYjsS02fk,3,0.26,positive,Neutral
OaWYjsS02fk,4,0.54,positive,slightly positive
OctOcfI4KSs,0,0.23,positive,Neutral
OctOcfI4KSs,1,-0.92,negative,slightly negative
OctOcfI4KSs,2,-1.0,negative,slightly negative
OctOcfI4KSs,3,-0.62,negative,slightly negative
OctOcfI4KSs,4,-0.14,negative,Neutral
OctOcfI4KSs,5,-0.15,negative,Neutral
OctOcfI4KSs,6,-0.48,negative,slightly negative
OctOcfI4KSs,7,0.61,positive,slightly positive
OyK86reBnJE,0,0.68,positive,slightly positive
P0UHzR4CmYg,0,0.87,positive,slightly positive
P0UHzR4CmYg,1,-0.33,negative,Neutral
P0UHzR4CmYg,2,-0.42,negative,Neutral
P0UHzR4CmYg,3,0.02,positive,Neutral
P0UHzR4CmYg,4,0.77,positive,slightly positive
P0UHzR4CmYg,5,0.55,positive,slightly positive
P0UHzR4CmYg,6,0.52,positive,slightly positive
P0UHzR4CmYg,7,1.36,positive,positive
P0UHzR4CmYg,8,-0.38,negative,Neutral
P0UHzR4CmYg,9,1.79,positive,positive
P0UHzR4CmYg,10,-0.78,negative,slightly negative
P0UHzR4CmYg,11,-0.52,negative,slightly negative
P0UHzR4CmYg,12,-0.73,negative,slightly negative
P0UHzR4CmYg,13,-0.78,negative,slightly negative
P0UHzR4CmYg,14,-0.24,negative,Neutral
P0UHzR4CmYg,15,0.09,positive,Neutral
P0UHzR4CmYg,16,-0.5,negative,slightly negative
P0UHzR4CmYg,17,-0.7,negative,slightly negative
P0UHzR4CmYg,18,0.78,positive,slightly positive
P0UHzR4CmYg,19,-1.69,negative,negative
P0UHzR4CmYg,20,0.25,positive,Neutral
P0UHzR4CmYg,21,1.49,positive,positive
P17tYiqMGRU,0,1.55,positive,positive
PHZIx22aFhU,0,1.22,positive,slightly positive
Pbu6oAKFCvo,0,1.27,positive,slightly positive
Pbu6oAKFCvo,1,-0.04,negative,Neutral
Pbu6oAKFCvo,2,0.63,positive,slightly positive
PcqKFt1p3UQ,0,-0.27,negative,Neutral
PcqKFt1p3UQ,1,0.52,positive,slightly positive
PcqKFt1p3UQ,2,0.14,positive,Neutral
PexNiFbPTYM,0,1.11,positive,slightly positive
PexNiFbPTYM,1,0.86,positive,slightly positive
PexNiFbPTYM,2,-0.02,negative,Neutral
PexNiFbPTYM,3,0.52,positive,slightly positive
PexNiFbPTYM,4,0.37,positive,Neutral
PexNiFbPTYM,5,1.38,positive,positive
PexNiFbPTYM,6,-0.38,negative,Neutral
PexNiFbPTYM,7,0.99,positive,slightly positive
PexNiFbPTYM,8,0.16,positive,Neutral
PexNiFbPTYM,9,0.75,positive,slightly positive
PexNiFbPTYM,10,1.1,positive,slightly positive
PexNiFbPTYM,11,-0.52,negative,slightly negative
PexNiFbPTYM,12,0.67,positive,slightly positive
PexNiFbPTYM,13,-0.85,negative,slightly negative
PexNiFbPTYM,14,-0.56,negative,slightly negative
PexNiFbPTYM,15,0.9,positive,slightly positive
PexNiFbPTYM,16,-1.01,negative,slightly negative
PexNiFbPTYM,17,0.29,positive,Neutral
PexNiFbPTYM,18,0.02,positive,Neutral
PexNiFbPTYM,19,0.14,positive,Neutral
PexNiFbPTYM,20,0.19,positive,Neutral
PzI6yY9Y2xQ,0,1.76,positive,positive
PzI6yY9Y2xQ,1,1.45,positive,positive
PzI6yY9Y2xQ,2,1.28,positive,slightly positive
PzI6yY9Y2xQ,3,0.9,positive,slightly positive
PzI6yY9Y2xQ,4,1.52,positive,positive
PzI6yY9Y2xQ,5,0.8,positive,slightly positive
QBc7X5jj8oA,0,-1.03,negative,slightly negative
QBc7X5jj8oA,1,-0.72,negative,slightly negative
QBc7X5jj8oA,2,0.45,positive,slightly positive
QCR7uyowjhM,0,-0.06,negative,Neutral
QCR7uyowjhM,1,0.06,positive,Neutral
QCR7uyowjhM,2,-0.69,negative,slightly negative
QCR7uyowjhM,3,-0.29,negative,Neutral
QCR7uyowjhM,4,0.78,positive,slightly positive
QCR7uyowjhM,5,-1.12,negative,slightly negative
QCR7uyowjhM,6,-0.19,negative,Neutral
QCR7uyowjhM,7,0.41,positive,Neutral
QCR7uyowjhM,8,0.82,positive,slightly positive
QCR7uyowjhM,9,-0.53,negative,slightly negative
QIonRUsCqBs,0,1.4,positive,positive
QIonRUsCqBs,1,0.94,positive,slightly positive
QIonRUsCqBs,2,1.49,positive,positive
QIonRUsCqBs,3,0.87,positive,slightly positive
QJBQIOmG1CA,0,0.46,positive,slightly positive
QLI-OnegxFM,0,-0.61,negative,slightly negative
QLI-OnegxFM,1,-0.5,negative,slightly negative
QVyxySAaehE,0,0.07,positive,Neutral
QVyxySAaehE,1,1.19,positive,slightly positive
QVyxySAaehE,2,1.72,positive,positive
QVyxySAaehE,3,0.76,positive,slightly positive
QWll4lS1qqI,0,2.0,positive,positive
QWll4lS1qqI,1,-1.05,negative,slightly negative
QWll4lS1qqI,2,1.58,positive,positive
QXXexH-ow_k,0,-1.13,negative,slightly negative
Qfa1fY_07bQ,0,0.66,positive,slightly positive
Qfa1fY_07bQ,1,0.35,positive,Neutral
Qfa1fY_07bQ,2,0.59,positive,slightly positive
Qfa1fY_07bQ,3,0.65,positive,slightly positive
Qfa1fY_07bQ,4,0.37,positive,Neutral
Qfa1fY_07bQ,5,0.76,positive,slightly positive
Qfa1fY_07bQ,6,0.66,positive,slightly positive
QnYlpSeVOYo,0,0.29,positive,Neutral
R9xTBw3MCWI,0,0.92,positive,slightly positive
R9xTBw3MCWI,1,0.43,positive,Neutral
R9xTBw3MCWI,2,0.89,positive,slightly positive
R9xTBw3MCWI,3,-0.47,negative,slightly negative
R9xTBw3MCWI,4,0.39,positive,Neutral
R9xTBw3MCWI,5,-0.04,negative,Neutral
R9xTBw3MCWI,6,1.28,positive,slightly positive
R9xTBw3MCWI,7,0.2,positive,Neutral
R9xTBw3MCWI,8,-0.28,negative,Neutral
R9xTBw3MCWI,9,1.35,positive,positive
R9xTBw3MCWI,10,0.69,positive,slightly positive
R9xTBw3MCWI,11,1.32,positive,positive
R9xTBw3MCWI,12,1.04,positive,slightly positive
R9xTBw3MCWI,13,-0.14,negative,Neutral
R9xTBw3MCWI,14,0.47,positive,slightly positive
R9xTBw3MCWI,15,0.78,positive,slightly positive
R9xTBw3MCWI,16,1.13,positive,slightly positive
R9xTBw3MCWI,17,0.14,positive,Neutral
R9xTBw3MCWI,18,-0.26,negative,Neutral
R9xTBw3MCWI,19,1.18,positive,slightly positive
RB3HA-ZMtFw,0,0.22,positive,Neutral
RChkXDS8ulE,0,1.34,positive,positive
RChkXDS8ulE,1,1.13,positive,slightly positive
RChkXDS8ulE,2,1.22,positive,slightly positive
RChkXDS8ulE,3,-0.12,negative,Neutral
ROC2YI3tDsk,0,-0.02,negative,Neutral
ROC2YI3tDsk,1,0.37,positive,Neutral
ROC2YI3tDsk,2,0.11,positive,Neutral
ROC2YI3tDsk,3,0.89,positive,slightly positive
ROC2YI3tDsk,4,1.12,positive,slightly positive
ROC2YI3tDsk,5,0.25,positive,Neutral
ROC2YI3tDsk,6,1.03,positive,slightly positive
ROC2YI3tDsk,7,0.94,positive,slightly positive
ROC2YI3tDsk,8,0.01,positive,Neutral
ROC2YI3tDsk,9,0.52,positive,slightly positive
ROC2YI3tDsk,10,0.97,positive,slightly positive
ROC2YI3tDsk,11,0.3,positive,Neutral
ROC2YI3tDsk,12,1.03,positive,slightly positive
RVC8l5hf2Eg,0,0.43,positive,slightly positive
RVC8l5hf2Eg,1,0.42,positive,Neutral
RVC8l5hf2Eg,2,-0.58,negative,slightly negative
RVC8l5hf2Eg,3,0.23,positive,Neutral
RVC8l5hf2Eg,4,0.62,positive,slightly positive
RVC8l5hf2Eg,5,1.48,positive,positive
RVC8l5hf2Eg,6,0.4,positive,Neutral
RVC8l5hf2Eg,7,1.02,positive,slightly positive
RVC8l5hf2Eg,8,0.01,positive,Neutral
RVC8l5hf2Eg,9,-0.19,negative,Neutral
RVC8l5hf2Eg,10,0.68,positive,slightly positive
RVC8l5hf2Eg,11,0.39,positive,Neutral
RVC8l5hf2Eg,12,0.67,positive,slightly positive
RVC8l5hf2Eg,13,-1.14,negative,slightly negative
RVC8l5hf2Eg,14,-0.53,negative,slightly negative
Rb1uzHNcYcA,0,0.94,positive,slightly positive
Rb1uzHNcYcA,1,-1.4,negative,negative
Rb1uzHNcYcA,2,-0.43,negative,slightly negative
Rb1uzHNcYcA,3,1.44,positive,positive
Rb1uzHNcYcA,4,0.54,positive,slightly positive
Rb1uzHNcYcA,5,0.33,positive,Neutral
Rb1uzHNcYcA,6,0.6,positive,slightly positive
RmX9t_HY_dU,0,0.63,positive,slightly positive
RmX9t_HY_dU,1,0.07,positive,Neutral
RsE2gYghZ2s,0,0.38,positive,Neutral
RsE2gYghZ2s,1,0.76,positive,slightly positive
RvmTZVNAAuQ,0,0.64,positive,slightly positive
RvmTZVNAAuQ,1,0.74,positive,slightly positive
RvmTZVNAAuQ,2,2.18,positive,very positive
RvmTZVNAAuQ,3,0.24,positive,Neutral
RvmTZVNAAuQ,4,0.99,positive,slightly positive
SBFnCNzlynQ,0,0.26,positive,Neutral
SBFnCNzlynQ,1,-0.28,negative,Neutral
SD6wphlw72U,0,-0.51,negative,slightly negative
SD6wphlw72U,1,0.61,positive,slightly positive
SD6wphlw72U,2,0.67,positive,slightly positive
SH0OYx3fR7s,0,0.46,positive,slightly positive
SH0OYx3fR7s,1,0.93,positive,slightly positive
SH0OYx3fR7s,2,0.12,positive,Neutral
SH0OYx3fR7s,3,0.81,positive,slightly positive
SH0OYx3fR7s,4,1.07,positive,slightly positive
SKTyBOhDX6U,0,1.64,positive,positive
SKTyBOhDX6U,1,-0.03,negative,Neutral
SKTyBOhDX6U,2,0.45,positive,slightly positive
SKTyBOhDX6U,3,-0.11,negative,Neutral
SKTyBOhDX6U,4,0.57,positive,slightly positive
SKTyBOhDX6U,5,0.51,positive,slightly positive
SKTyBOhDX6U,6,0.43,positive,slightly positive
SKTyBOhDX6U,7,0.89,positive,slightly positive
SKTyBOhDX6U,8,1.24,positive,slightly positive
SKTyBOhDX6U,9,-0.31,negative,Neutral
SYQ_zv8dWng,0,0.07,positive,Neutral
SYQ_zv8dWng,1,0.69,positive,slightly positive
SYQ_zv8dWng,2,-0.58,negative,slightly negative
SYQ_zv8dWng,3,0.04,positive,Neutral
SYQ_zv8dWng,4,0.31,positive,Neutral
SYQ_zv8dWng,5,-0.39,negative,Neutral
SYQ_zv8dWng,6,0.09,positive,Neutral
SYQ_zv8dWng,7,0.65,positive,slightly positive
SYQ_zv8dWng,8,-0.29,negative,Neutral
SYQ_zv8dWng,9,0.3,positive,Neutral
SZ7HK5ns6mE,0,-0.32,negative,Neutral
SZ7HK5ns6mE,1,1.26,positive,slightly positive
SZ7HK5ns6mE,2,0.7,positive,slightly positive
SZ7HK5ns6mE,3,0.13,positive,Neutral
SZ7HK5ns6mE,4,0.87,positive,slightly positive
SZ7HK5ns6mE,5,1.01,positive,slightly positive
SZ7HK5ns6mE,6,0.93,positive,slightly positive
SZ7HK5ns6mE,7,-1.25,negative,slightly negative
Sb6ftNgzz9M,0,-0.04,negative,Neutral
Sb6ftNgzz9M,1,0.51,positive,slightly positive
Sb6ftNgzz9M,2,0.18,positive,Neutral
Sb6ftNgzz9M,3,0.68,positive,slightly positive
Sq6DIhFxPqQ,0,0.22,positive,Neutral
Sq6DIhFxPqQ,1,1.89,positive,positive
Sq6DIhFxPqQ,2,0.45,positive,slightly positive
Sq6DIhFxPqQ,3,-0.37,negative,Neutral
SqAiJrvHXNA,0,1.62,positive,positive
SqAiJrvHXNA,1,1.01,positive,slightly positive
SqAiJrvHXNA,2,0.68,positive,slightly positive
SqAiJrvHXNA,3,0.83,positive,slightly positive
SqAiJrvHXNA,4,0.52,positive,slightly positive
SqAiJrvHXNA,5,0.83,positive,slightly positive
SqAiJrvHXNA,6,-0.75,negative,slightly negative
SqAiJrvHXNA,7,-0.45,negative,slightly negative
SqAiJrvHXNA,8,0.68,positive,slightly positive
SqAiJrvHXNA,9,0.44,positive,slightly positive
SqAiJrvHXNA,10,1.43,positive,positive
SqAiJrvHXNA,11,0.54,positive,slightly positive
SqofxdeEcjg,0,-0.36,negative,Neutral
SqofxdeEcjg,1,1.23,positive,slightly positive
SqofxdeEcjg,2,1.3,positive,positive
SqofxdeEcjg,3,0.41,positive,Neutral
SqofxdeEcjg,4,0.51,positive,slightly positive
SwT0gh0V8fI,0,-0.42,negative,Neutral
SwT0gh0V8fI,1,0.25,positive,Neutral
SwT0gh0V8fI,2,1.62,positive,positive
SwT0gh0V8fI,3,0.24,positive,Neutral
SwT0gh0V8fI,4,0.3,positive,Neutral
SwT0gh0V8fI,5,-1.85,negative,negative
SwT0gh0V8fI,6,-0.17,negative,Neutral
SwT0gh0V8fI,7,0.01,positive,Neutral
SwT0gh0V8fI,8,0.15,positive,Neutral
SwT0gh0V8fI,9,-1.28,negative,slightly negative
SwT0gh0V8fI,10,0.35,positive,Neutral
SwT0gh0V8fI,11,0.33,positive,Neutral
SwT0gh0V8fI,12,-1.09,negative,slightly negative
SwT0gh0V8fI,13,1.55,positive,positive
TLPlduck5II,0,-0.98,negative,slightly negative
TLPlduck5II,1,0.13,positive,Neutral
TLPlduck5II,2,1.41,positive,positive
TLPlduck5II,3,-0.14,negative,Neutral
TLPlduck5II,4,0.64,positive,slightly positive
TLPlduck5II,5,1.95,positive,positive
TXiOSZdaLJ8,0,-0.34,negative,Neutral
TXiOSZdaLJ8,1,1.11,positive,slightly positive
TXiOSZdaLJ8,2,-0.04,negative,Neutral
TcTGCIh6e5s,0,0.15,positive,Neutral
TcTGCIh6e5s,1,0.31,positive,Neutral
TcTGCIh6e5s,2,-0.04,negative,Neutral
TcTGCIh6e5s,3,0.06,positive,Neutral
TcTGCIh6e5s,4,-0.01,negative,Neutral
TcTGCIh6e5s,5,0.51,positive,slightly positive
TcTGCIh6e5s,6,0.28,positive,Neutral
TqQgIxR7thU,0,0.56,positive,slightly positive
TsfyeZ8hgwE,0,-0.65,negative,slightly negative
TsfyeZ8hgwE,1,1.7,positive,positive
TsfyeZ8hgwE,2,1.03,positive,slightly positive
TtAyUQtmTLk,0,1.14,positive,slightly positive
TtAyUQtmTLk,1,-0.33,negative,Neutral
TtAyUQtmTLk,2,0.26,positive,Neutral
TtAyUQtmTLk,3,2.3,positive,very positive
TtAyUQtmTLk,4,0.92,positive,slightly positive
TxRtSItpGMo,0,1.37,positive,positive
TxRtSItpGMo,1,1.29,positive,positive
TxRtSItpGMo,2,1.62,positive,positive
TxRtSItpGMo,3,1.89,positive,positive
TxRtSItpGMo,4,1.69,positive,positive
U-KihZeIfKI,0,1.17,positive,slightly positive
U-KihZeIfKI,1,1.36,positive,positive
U-KihZeIfKI,2,0.75,positive,slightly positive
U-KihZeIfKI,3,1.63,positive,positive
U-KihZeIfKI,4,0.8,positive,slightly positive
U-KihZeIfKI,5,0.06,positive,Neutral
U-KihZeIfKI,6,-0.05,negative,Neutral
U-KihZeIfKI,7,1.16,positive,slightly positive
U-KihZeIfKI,8,-2.03,negative,negative
U-KihZeIfKI,9,-1.02,negative,slightly negative
U-KihZeIfKI,10,1.42,positive,positive
U-KihZeIfKI,11,-0.49,negative,slightly negative
U-KihZeIfKI,12,1.63,positive,positive
U-KihZeIfKI,13,0.91,positive,slightly positive
U-KihZeIfKI,14,0.59,positive,slightly positive
U-KihZeIfKI,15,1.1,positive,slightly positive
U-KihZeIfKI,16,-0.75,negative,slightly negative
U-KihZeIfKI,17,-1.08,negative,slightly negative
U-KihZeIfKI,18,-1.06,negative,slightly negative
U-KihZeIfKI,19,-0.8,negative,slightly negative
U-KihZeIfKI,20,-0.16,negative,Neutral
U-KihZeIfKI,21,0.47,positive,slightly positive
U-KihZeIfKI,22,2.12,positive,positive
U-KihZeIfKI,23,0.67,positive,slightly positive
U6IqFbpM-VM,0,1.2,positive,slightly positive
U6IqFbpM-VM,1,-0.03,negative,Neutral
U8VYG_g6yVE,0,0.8,positive,slightly positive
U8VYG_g6yVE,1,1.7,positive,positive
U8VYG_g6yVE,2,1.39,positive,positive
U8VYG_g6yVE,3,1.32,positive,positive
UNLD7eYPzfQ,0,0.12,positive,Neutral
UNLD7eYPzfQ,1,-0.05,negative,Neutral
USkMa4Evv7U,0,0.8,positive,slightly positive
USkMa4Evv7U,1,1.36,positive,positive
USkMa4Evv7U,2,0.7,positive,slightly positive
UTErYLpdAY0,0,0.97,positive,slightly positive
UcV-bpksJi0,0,-0.13,negative,Neutral
UcV-bpksJi0,1,-0.5,negative,slightly negative
UcV-bpksJi0,2,0.92,positive,slightly positive
UiurP5k-f1A,0,0.57,positive,slightly positive
UiurP5k-f1A,1,0.91,positive,slightly positive
UiurP5k-f1A,2,0.97,positive,slightly positive
UjqA6KVW2m8,0,0.83,positive,slightly positive
UjqA6KVW2m8,1,1.96,positive,positive
UjqA6KVW2m8,2,-0.24,negative,Neutral
UjqA6KVW2m8,3,-0.31,negative,Neutral
UjqA6KVW2m8,4,-0.38,negative,Neutral
UjqA6KVW2m8,5,1.66,positive,positive
UjqA6KVW2m8,6,1.53,positive,positive
UjqA6KVW2m8,7,-0.32,negative,Neutral
UjqA6KVW2m8,8,2.69,positive,very positive
UjqA6KVW2m8,9,1.78,positive,positive
Uu_XyXyKHAk,0,-1.74,negative,negative
UweZVaFqruU,0,0.6,positive,slightly positive
UweZVaFqruU,1,0.65,positive,slightly positive
UweZVaFqruU,2,0.16,positive,Neutral
UweZVaFqruU,3,0.24,positive,Neutral
UweZVaFqruU,4,0.37,positive,Neutral
UweZVaFqruU,5,-0.23,negative,Neutral
UweZVaFqruU,6,0.05,positive,Neutral
UweZVaFqruU,7,1.46,positive,positive
UweZVaFqruU,8,1.1,positive,slightly positive
V0SvSPkiJUY,0,-0.59,negative,slightly negative
V0SvSPkiJUY,1,0.69,positive,slightly positive
V0SvSPkiJUY,2,0.11,positive,Neutral
V0SvSPkiJUY,3,2.33,positive,very positive
V0SvSPkiJUY,4,-0.39,negative,Neutral
V0SvSPkiJUY,5,-0.46,negative,slightly negative
V0SvSPkiJUY,6,0.31,positive,Neutral
V0SvSPkiJUY,7,-0.83,negative,slightly negative
V0SvSPkiJUY,8,-0.73,negative,slightly negative
V27mmEkN80g,0,0.51,positive,slightly positive
V2X1NU5RkwY,0,0.94,positive,slightly positive
V2X1NU5RkwY,1,0.05,positive,Neutral
V2X1NU5RkwY,2,0.04,positive,Neutral
V2X1NU5RkwY,3,0.5,positive,slightly positive
V2X1NU5RkwY,4,0.49,positive,slightly positive
V2X1NU5RkwY,5,0.28,positive,Neutral
V2X1NU5RkwY,6,0.11,positive,Neutral
V7OFSHYcQD0,0,-0.54,negative,slightly negative
VDkBM0ZG4q8,0,0.25,positive,Neutral
VDkBM0ZG4q8,1,0.52,positive,slightly positive
VDkBM0ZG4q8,2,0.64,positive,slightly positive
VDkBM0ZG4q8,3,0.88,positive,slightly positive
VDkBM0ZG4q8,4,0.53,positive,slightly positive
VDkBM0ZG4q8,5,0.24,positive,Neutral
VDkBM0ZG4q8,6,0.14,positive,Neutral
VDkBM0ZG4q8,7,0.5,positive,slightly positive
VDkBM0ZG4q8,8,0.03,positive,Neutral
VIVkYG31Oas,0,-0.01,negative,Neutral
VLQgw-88v4Q,0,0.93,positive,slightly positive
VLQgw-88v4Q,1,0.55,positive,slightly positive
VLQgw-88v4Q,2,-0.46,negative,slightly negative
VLQgw-88v4Q,3,0.5,positive,slightly positive
VLQgw-88v4Q,4,1.66,positive,positive
VLQgw-88v4Q,5,1.36,positive,positive
VLQgw-88v4Q,6,0.41,positive,Neutral
VLQgw-88v4Q,7,0.88,positive,slightly positive
VLQgw-88v4Q,8,-0.18,negative,Neutral
VS7xSvno7NA,0,1.25,positive,slightly positive
VS7xSvno7NA,1,0.4,positive,Neutral
VS7xSvno7NA,2,0.13,positive,Neutral
VS7xSvno7NA,3,-0.67,negative,slightly negative
VS7xSvno7NA,4,-0.6,negative,slightly negative
VS7xSvno7NA,5,-0.2,negative,Neutral
VS7xSvno7NA,6,-0.25,negative,Neutral
VS7xSvno7NA,7,-0.07,negative,Neutral
VVtx4IDsHZA,0,0.83,positive,slightly positive
VXy21GwGs8o,0,0.36,positive,Neutral
VXy21GwGs8o,1,1.63,positive,positive
Vdf1McvE9ao,0,0.56,positive,slightly positive
Vdf1McvE9ao,1,0.11,positive,Neutral
Vdf1McvE9ao,2,-0.22,negative,Neutral
Vdf1McvE9ao,3,-0.73,negative,slightly negative
Vdf1McvE9ao,4,0.06,positive,Neutral
Vdf1McvE9ao,5,-0.18,negative,Neutral
Vdf1McvE9ao,6,-1.48,negative,negative
Vdf1McvE9ao,7,0.08,positive,Neutral
Vdf1McvE9ao,8,1.06,positive,slightly positive
Vdf1McvE9ao,9,1.11,positive,slightly positive
Vdf1McvE9ao,10,1.83,positive,positive
Vdf1McvE9ao,11,0.87,positive,slightly positive
Vdf1McvE9ao,12,-0.8,negative,slightly negative
Vlas-mPydcg,0,1.7,positive,positive
Vlas-mPydcg,1,0.58,positive,slightly positive
Vlas-mPydcg,2,0.03,positive,Neutral
Vlas-mPydcg,3,0.58,positive,slightly positive
Vlas-mPydcg,4,0.23,positive,Neutral
Vlas-mPydcg,5,1.31,positive,positive
VsXGwSZazwA,0,-0.64,negative,slightly negative
VsXGwSZazwA,1,-0.13,negative,Neutral
VsXGwSZazwA,2,0.48,positive,slightly positive
VsXGwSZazwA,3,0.02,positive,Neutral
VsXGwSZazwA,4,0.23,positive,Neutral
VsXGwSZazwA,5,0.62,positive,slightly positive
VsXGwSZazwA,6,0.28,positive,Neutral
VsXGwSZazwA,7,0.19,positive,Neutral
VwGPIUNayKM,0,-0.06,negative,Neutral
VwGPIUNayKM,1,0.13,positive,Neutral
VwGPIUNayKM,2,0.34,positive,Neutral
VwGPIUNayKM,3,0.49,positive,slightly positive
VwGPIUNayKM,4,-0.08,negative,Neutral
VwGPIUNayKM,5,0.42,positive,Neutral
VwGPIUNayKM,6,0.33,positive,Neutral
VwGPIUNayKM,7,0.8,positive,slightly positive
VwGPIUNayKM,8,1.01,positive,slightly positive
W1CWpktWtTs,0,1.84,positive,positive
W1CWpktWtTs,1,0.28,positive,Neutral
W1CWpktWtTs,2,-0.68,negative,slightly negative
W1CWpktWtTs,3,-0.41,negative,Neutral
W1CWpktWtTs,4,-0.17,negative,Neutral
W1CWpktWtTs,5,1.65,positive,positive
W1CWpktWtTs,6,0.38,positive,Neutral
W1CWpktWtTs,7,0.34,positive,Neutral
W1CWpktWtTs,8,0.15,positive,Neutral
W1CWpktWtTs,9,0.3,positive,Neutral
WBA79Q3e_PU,0,-0.15,negative,Neutral
WJM8u2I2rQ4,0,0.55,positive,slightly positive
WJM8u2I2rQ4,1,0.18,positive,Neutral
WJM8u2I2rQ4,2,0.27,positive,Neutral
WQFRctNL8AA,0,-1.03,negative,slightly negative
WQFRctNL8AA,1,-0.55,negative,slightly negative
WbtsuXkaGeg,0,0.69,positive,slightly positive
WbtsuXkaGeg,1,-0.09,negative,Neutral
WfNiQBXmPw8,0,-0.3,negative,Neutral
WfNiQBXmPw8,1,0.31,positive,Neutral
WfNiQBXmPw8,2,1.18,positive,slightly positive
WfNiQBXmPw8,3,1.21,positive,slightly positive
WfNiQBXmPw8,4,-1.4,negative,negative
WfNiQBXmPw8,5,-1.04,negative,slightly negative
WfNiQBXmPw8,6,-0.22,negative,Neutral
WfNiQBXmPw8,7,-0.26,negative,Neutral
WfNiQBXmPw8,8,-0.16,negative,Neutral
WfNiQBXmPw8,9,0.07,positive,Neutral
WgI8IbJtXHw,0,2.09,positive,positive
WgI8IbJtXHw,1,0.48,positive,slightly positive
Wmhif6hmPTQ,0,0.12,positive,Neutral
Wmhif6hmPTQ,1,0.44,positive,slightly positive
Wmhif6hmPTQ,2,0.65,positive,slightly positive
WoL4fCxGd8Q,0,1.45,positive,positive
WoL4fCxGd8Q,1,-1.26,negative,slightly negative
WoL4fCxGd8Q,2,-1.04,negative,slightly negative
WoL4fCxGd8Q,3,-1.16,negative,slightly negative
WoL4fCxGd8Q,4,-1.25,negative,slightly negative
WoL4fCxGd8Q,5,-0.57,negative,slightly negative
WoL4fCxGd8Q,6,0.58,positive,slightly positive
WoL4fCxGd8Q,7,0.3,positive,Neutral
WoL4fCxGd8Q,8,1.01,positive,slightly positive
WoL4fCxGd8Q,9,0.27,positive,Neutral
WoL4fCxGd8Q,10,-0.17,negative,Neutral
WoL4fCxGd8Q,11,-1.34,negative,negative
WoL4fCxGd8Q,12,1.83,positive,positive
Wu-wQTmxRgo,0,0.43,positive,slightly positive
WuaoxGAKue0,0,-1.32,negative,negative
X2Hs89fZ2-c,0,0.22,positive,Neutral
X2Hs89fZ2-c,1,0.48,positive,slightly positive
X2Hs89fZ2-c,2,0.05,positive,Neutral
X2Hs89fZ2-c,3,0.68,positive,slightly positive
X2Hs89fZ2-c,4,0.87,positive,slightly positive
X2Hs89fZ2-c,5,0.75,positive,slightly positive
X2Hs89fZ2-c,6,0.14,positive,Neutral
X2Hs89fZ2-c,7,0.65,positive,slightly positive
X2Hs89fZ2-c,8,0.19,positive,Neutral
X2Hs89fZ2-c,9,0.2,positive,Neutral
X2Hs89fZ2-c,10,0.43,positive,slightly positive
X2Hs89fZ2-c,11,0.41,positive,Neutral
X2Hs89fZ2-c,12,0.05,positive,Neutral
X2Hs89fZ2-c,13,0.34,positive,Neutral
X2Hs89fZ2-c,14,0.07,positive,Neutral
X2Hs89fZ2-c,15,0.99,positive,slightly positive
X2Hs89fZ2-c,16,0.13,positive,Neutral
X2Hs89fZ2-c,17,0.62,positive,slightly positive
X2Hs89fZ2-c,18,-0.0,negative,Neutral
X2Hs89fZ2-c,19,0.45,positive,slightly positive
X2Hs89fZ2-c,20,0.33,positive,Neutral
X6N7UEFJLNY,0,0.44,positive,slightly positive
X6N7UEFJLNY,1,0.31,positive,Neutral
X6N7UEFJLNY,2,0.5,positive,slightly positive
X6N7UEFJLNY,3,1.74,positive,positive
X6N7UEFJLNY,4,1.48,positive,positive
